"exchange","symbol","fiscalQID","revenue","quarter","year","fiscalQ1"
"NasdaqGS","ALSK","FQ32013",83.841,3,2013,"2013Q3"
"NasdaqGS","ALSK","FQ42013",76.267,4,2013,"2013Q4"
"NasdaqGS","ALSK","FQ12014",78.331,1,2014,"2014Q1"
"NasdaqGS","ALSK","FQ22014",80.558,2,2014,"2014Q2"
"NasdaqGS","ALSK","FQ32014",78.465,3,2014,"2014Q3"
"NasdaqGS","ALSK","FQ42014",77.509,4,2014,"2014Q4"
"NasdaqGS","ALSK","FQ12015",65.786,1,2015,"2015Q1"
"NasdaqGS","ALSK","FQ22015",55.665,2,2015,"2015Q2"
"NasdaqGS","ALSK","FQ32015",54.735,3,2015,"2015Q3"
"NasdaqGS","ALSK","FQ42015",56.631,4,2015,"2015Q4"
"NasdaqGS","ALSK","FQ12016",56.328,1,2016,"2016Q1"
"NasdaqGS","ALSK","FQ22016",56.262,2,2016,"2016Q2"
"NasdaqGS","ALSK","FQ32016",56.483,3,2016,"2016Q3"
"NasdaqGS","ALSK","FQ42016",57.793,4,2016,"2016Q4"
"NasdaqGS","ALSK","FQ12017",56.731,1,2017,"2017Q1"
"NYSE","ALSN","FQ12013",457.4,1,2013,"2013Q1"
"NYSE","ALSN","FQ22013",512.1,2,2013,"2013Q2"
"NYSE","ALSN","FQ32013",466.3,3,2013,"2013Q3"
"NYSE","ALSN","FQ42013",491,4,2013,"2013Q4"
"NYSE","ALSN","FQ12014",493.6,1,2014,"2014Q1"
"NYSE","ALSN","FQ22014",536.1,2,2014,"2014Q2"
"NYSE","ALSN","FQ32014",553.3,3,2014,"2014Q3"
"NYSE","ALSN","FQ42014",544.4,4,2014,"2014Q4"
"NYSE","ALSN","FQ12015",503.6,1,2015,"2015Q1"
"NYSE","ALSN","FQ22015",511,2,2015,"2015Q2"
"NYSE","ALSN","FQ32015",493,3,2015,"2015Q3"
"NYSE","ALSN","FQ42015",478.2,4,2015,"2015Q4"
"NYSE","ALSN","FQ12016",462,1,2016,"2016Q1"
"NYSE","ALSN","FQ22016",474.9,2,2016,"2016Q2"
"NYSE","ALSN","FQ32016",434.3,3,2016,"2016Q3"
"NYSE","ALSN","FQ42016",468.9,4,2016,"2016Q4"
"NYSE","ALSN","FQ12017",499,1,2017,"2017Q1"
"NYSE","ALV","FQ12013",2135,1,2013,"2013Q1"
"NYSE","ALV","FQ22013",2197.5,2,2013,"2013Q2"
"NYSE","ALV","FQ32013",2119,3,2013,"2013Q3"
"NYSE","ALV","FQ42013",2351.9,4,2013,"2013Q4"
"NYSE","ALV","FQ12014",2295.8,1,2014,"2014Q1"
"NYSE","ALV","FQ22014",2383,2,2014,"2014Q2"
"NYSE","ALV","FQ32014",2208,3,2014,"2014Q3"
"NYSE","ALV","FQ42014",2353.7,4,2014,"2014Q4"
"NYSE","ALV","FQ12015",2174.1,1,2015,"2015Q1"
"NYSE","ALV","FQ22015",2291.5,2,2015,"2015Q2"
"NYSE","ALV","FQ32015",2184.5,3,2015,"2015Q3"
"NYSE","ALV","FQ42015",2519.5,4,2015,"2015Q4"
"NYSE","ALV","FQ12016",2430,1,2016,"2016Q1"
"NYSE","ALV","FQ22016",2578.5,2,2016,"2016Q2"
"NYSE","ALV","FQ32016",2461.3,3,2016,"2016Q3"
"NYSE","ALV","FQ42016",2603.8,4,2016,"2016Q4"
"NYSE","ALV","FQ12017",2608.1,1,2017,"2017Q1"
"NasdaqGS","ALXN","FQ12013",338.941,1,2013,"2013Q1"
"NasdaqGS","ALXN","FQ22013",370.091,2,2013,"2013Q2"
"NasdaqGS","ALXN","FQ32013",400.405,3,2013,"2013Q3"
"NasdaqGS","ALXN","FQ42013",441.909,4,2013,"2013Q4"
"NasdaqGS","ALXN","FQ12014",566.616,1,2014,"2014Q1"
"NasdaqGS","ALXN","FQ22014",512.495,2,2014,"2014Q2"
"NasdaqGS","ALXN","FQ32014",555.146,3,2014,"2014Q3"
"NasdaqGS","ALXN","FQ42014",599.476,4,2014,"2014Q4"
"NasdaqGS","ALXN","FQ12015",600.333,1,2015,"2015Q1"
"NasdaqGS","ALXN","FQ22015",635.983,2,2015,"2015Q2"
"NasdaqGS","ALXN","FQ32015",665.791,3,2015,"2015Q3"
"NasdaqGS","ALXN","FQ42015",700.893,4,2015,"2015Q4"
"NasdaqGS","ALXN","FQ12016",700,1,2016,"2016Q1"
"NasdaqGS","ALXN","FQ22016",752.546,2,2016,"2016Q2"
"NasdaqGS","ALXN","FQ32016",798.524,3,2016,"2016Q3"
"NasdaqGS","ALXN","FQ42016",830.505,4,2016,"2016Q4"
"NasdaqGS","ALXN","FQ12017",869,1,2017,"2017Q1"
"NYSE","AM","FQ12013",6.318,1,2013,"2013Q1"
"NYSE","AM","FQ22013",-0.826,2,2013,"2013Q2"
"NYSE","AM","FQ32013",7.138,3,2013,"2013Q3"
"NYSE","AM","FQ42013",9.733,4,2013,"2013Q4"
"NYSE","AM","FQ12014",11.773,1,2014,"2014Q1"
"NYSE","AM","FQ22014",82.199,2,2014,"2014Q2"
"NYSE","AM","FQ32014",71.584,3,2014,"2014Q3"
"NYSE","AM","FQ42014",100.718,4,2014,"2014Q4"
"NYSE","AM","FQ12015",85.835,1,2015,"2015Q1"
"NYSE","AM","FQ22015",88.093,2,2015,"2015Q2"
"NYSE","AM","FQ32015",81.704,3,2015,"2015Q3"
"NYSE","AM","FQ42015",131.693,4,2015,"2015Q4"
"NYSE","AM","FQ12016",136.073,1,2016,"2016Q1"
"NYSE","AM","FQ22016",136.81,2,2016,"2016Q2"
"NYSE","AM","FQ32016",150.475,3,2016,"2016Q3"
"NYSE","AM","FQ42016",162.995,4,2016,"2016Q4"
"NYSE","AM","FQ12017",174.769,1,2017,"2017Q1"
"NasdaqGS","AMAG","FQ12013",17.88,1,2013,"2013Q1"
"NasdaqGS","AMAG","FQ22013",19.649,2,2013,"2013Q2"
"NasdaqGS","AMAG","FQ32013",21.616,3,2013,"2013Q3"
"NasdaqGS","AMAG","FQ42013",21.711,4,2013,"2013Q4"
"NasdaqGS","AMAG","FQ12014",20.835,1,2014,"2014Q1"
"NasdaqGS","AMAG","FQ22014",24.802,2,2014,"2014Q2"
"NasdaqGS","AMAG","FQ32014",25.494,3,2014,"2014Q3"
"NasdaqGS","AMAG","FQ42014",53.253,4,2014,"2014Q4"
"NasdaqGS","AMAG","FQ12015",89.505,1,2015,"2015Q1"
"NasdaqGS","AMAG","FQ22015",123.884,2,2015,"2015Q2"
"NasdaqGS","AMAG","FQ32015",96.152,3,2015,"2015Q3"
"NasdaqGS","AMAG","FQ42015",108.735,4,2015,"2015Q4"
"NasdaqGS","AMAG","FQ12016",109.3,1,2016,"2016Q1"
"NasdaqGS","AMAG","FQ22016",127.419,2,2016,"2016Q2"
"NasdaqGS","AMAG","FQ32016",143.782,3,2016,"2016Q3"
"NasdaqGS","AMAG","FQ42016",151.591,4,2016,"2016Q4"
"NasdaqGS","AMAG","FQ12017",139.472,1,2017,"2017Q1"
"NasdaqGS","AMAT","FQ12013",1573,1,2013,"2013Q1"
"NasdaqGS","AMAT","FQ22013",1973,2,2013,"2013Q2"
"NasdaqGS","AMAT","FQ32013",1975,3,2013,"2013Q3"
"NasdaqGS","AMAT","FQ42013",1988,4,2013,"2013Q4"
"NasdaqGS","AMAT","FQ12014",2190,1,2014,"2014Q1"
"NasdaqGS","AMAT","FQ22014",2353,2,2014,"2014Q2"
"NasdaqGS","AMAT","FQ32014",2265,3,2014,"2014Q3"
"NasdaqGS","AMAT","FQ42014",2264,4,2014,"2014Q4"
"NasdaqGS","AMAT","FQ12015",2359,1,2015,"2015Q1"
"NasdaqGS","AMAT","FQ22015",2442,2,2015,"2015Q2"
"NasdaqGS","AMAT","FQ32015",2490,3,2015,"2015Q3"
"NasdaqGS","AMAT","FQ42015",2368,4,2015,"2015Q4"
"NasdaqGS","AMAT","FQ12016",2257,1,2016,"2016Q1"
"NasdaqGS","AMAT","FQ22016",2450,2,2016,"2016Q2"
"NasdaqGS","AMAT","FQ32016",2821,3,2016,"2016Q3"
"NasdaqGS","AMAT","FQ42016",3297,4,2016,"2016Q4"
"NasdaqGS","AMAT","FQ12017",3278,1,2017,"2017Q1"
"NasdaqGS","AMAT","FQ22017",3546,2,2017,"2017Q2"
"NasdaqGS","AMBA","FQ12013",25.921,1,2013,"2013Q1"
"NasdaqGS","AMBA","FQ22013",27.958,2,2013,"2013Q2"
"NasdaqGS","AMBA","FQ32013",35.669,3,2013,"2013Q3"
"NasdaqGS","AMBA","FQ42013",31.518,4,2013,"2013Q4"
"NasdaqGS","AMBA","FQ12014",33.941,1,2014,"2014Q1"
"NasdaqGS","AMBA","FQ22014",37.71,2,2014,"2014Q2"
"NasdaqGS","AMBA","FQ32014",45.99,3,2014,"2014Q3"
"NasdaqGS","AMBA","FQ42014",39.967,4,2014,"2014Q4"
"NasdaqGS","AMBA","FQ12015",40.921,1,2015,"2015Q1"
"NasdaqGS","AMBA","FQ22015",46.968,2,2015,"2015Q2"
"NasdaqGS","AMBA","FQ32015",65.689,3,2015,"2015Q3"
"NasdaqGS","AMBA","FQ42015",64.7,4,2015,"2015Q4"
"NasdaqGS","AMBA","FQ12016",71.013,1,2016,"2016Q1"
"NasdaqGS","AMBA","FQ22016",84.193,2,2016,"2016Q2"
"NasdaqGS","AMBA","FQ32016",93.2,3,2016,"2016Q3"
"NasdaqGS","AMBA","FQ42016",67.967,4,2016,"2016Q4"
"NasdaqGS","AMBA","FQ12017",57.157,1,2017,"2017Q1"
"NasdaqGS","AMBA","FQ22017",65.142,2,2017,"2017Q2"
"NasdaqGS","AMBA","FQ32017",100.49,3,2017,"2017Q3"
"NasdaqGS","AMBA","FQ42017",87.508,4,2017,"2017Q4"
"NasdaqGS","AMBA","FQ12018",64.135,1,2018,"2018Q1"
"NasdaqGS","AMBC","FQ12013",184.77,1,2013,"2013Q1"
"NasdaqGS","AMBC","FQ22013",146.205,2,2013,"2013Q2"
"NasdaqGS","AMBC","FQ32013",123.075,3,2013,"2013Q3"
"NasdaqGS","AMBC","FQ42013",152.654,4,2013,"2013Q4"
"NasdaqGS","AMBC","FQ12014",153.348,1,2014,"2014Q1"
"NasdaqGS","AMBC","FQ22014",145.106,2,2014,"2014Q2"
"NasdaqGS","AMBC","FQ32014",148.412,3,2014,"2014Q3"
"NasdaqGS","AMBC","FQ42014",100.44,4,2014,"2014Q4"
"NasdaqGS","AMBC","FQ12015",138.701,1,2015,"2015Q1"
"NasdaqGS","AMBC","FQ22015",125.632,2,2015,"2015Q2"
"NasdaqGS","AMBC","FQ32015",135.73,3,2015,"2015Q3"
"NasdaqGS","AMBC","FQ42015",178.821,4,2015,"2015Q4"
"NasdaqGS","AMBC","FQ12016",113.621,1,2016,"2016Q1"
"NasdaqGS","AMBC","FQ22016",112.16,2,2016,"2016Q2"
"NasdaqGS","AMBC","FQ32016",144.135,3,2016,"2016Q3"
"NasdaqGS","AMBC","FQ42016",140.738,4,2016,"2016Q4"
"NasdaqGS","AMBC","FQ12017",129.172,1,2017,"2017Q1"
"NYSE","AMBR","FQ12013",11.59306,1,2013,"2013Q1"
"NYSE","AMBR","FQ22013",11.94139,2,2013,"2013Q2"
"NYSE","AMBR","FQ32013",13.38574,3,2013,"2013Q3"
"NYSE","AMBR","FQ42013",15.6068,4,2013,"2013Q4"
"NYSE","AMBR","FQ12014",14.98901,1,2014,"2014Q1"
"NYSE","AMBR","FQ22014",15.80895,2,2014,"2014Q2"
"NYSE","AMBR","FQ32014",16.42282,3,2014,"2014Q3"
"NYSE","AMBR","FQ42014",17.61269,4,2014,"2014Q4"
"NYSE","AMBR","FQ12015",15.19413,1,2015,"2015Q1"
"NYSE","AMBR","FQ22015",17.3774,2,2015,"2015Q2"
"NYSE","AMBR","FQ32015",17.33619,3,2015,"2015Q3"
"NYSE","AMBR","FQ42015",17.20221,4,2015,"2015Q4"
"NYSE","AMBR","FQ12016",16.96467,1,2016,"2016Q1"
"NYSE","AMBR","FQ22016",18.13894,2,2016,"2016Q2"
"NYSE","AMBR","FQ32016",18.8508,3,2016,"2016Q3"
"NYSE","AMBR","FQ42016",19.20678,4,2016,"2016Q4"
"NYSE","AMBR","FQ12017",18.55456,1,2017,"2017Q1"
"NYSE","AMC","FQ12013",550.821,1,2013,"2013Q1"
"NYSE","AMC","FQ22013",734.783,2,2013,"2013Q2"
"NYSE","AMC","FQ32013",668.6,3,2013,"2013Q3"
"NYSE","AMC","FQ42013",680.035,4,2013,"2013Q4"
"NYSE","AMC","FQ12014",590.784,1,2014,"2014Q1"
"NYSE","AMC","FQ22014",690.264,2,2014,"2014Q2"
"NYSE","AMC","FQ32014",606.513,3,2014,"2014Q3"
"NYSE","AMC","FQ42014",675.562,4,2014,"2014Q4"
"NYSE","AMC","FQ12015",619.218,1,2015,"2015Q1"
"NYSE","AMC","FQ22015",783.898,2,2015,"2015Q2"
"NYSE","AMC","FQ32015",658.026,3,2015,"2015Q3"
"NYSE","AMC","FQ42015",740.981,4,2015,"2015Q4"
"NYSE","AMC","FQ12016",726.7,1,2016,"2016Q1"
"NYSE","AMC","FQ22016",724.78,2,2016,"2016Q2"
"NYSE","AMC","FQ32016",745.618,3,2016,"2016Q3"
"NYSE","AMC","FQ42016",871.397,4,2016,"2016Q4"
"NYSE","AMC","FQ12017",1215.2,1,2017,"2017Q1"
"NasdaqGS","AMCN","FQ12013",63.612,1,2013,"2013Q1"
"NasdaqGS","AMCN","FQ22013",63.373,2,2013,"2013Q2"
"NasdaqGS","AMCN","FQ32013",68.067,3,2013,"2013Q3"
"NasdaqGS","AMCN","FQ42013",77.214,4,2013,"2013Q4"
"NasdaqGS","AMCN","FQ12014",63,1,2014,"2014Q1"
"NasdaqGS","AMCN","FQ22014",61.48,2,2014,"2014Q2"
"NasdaqGS","AMCN","FQ32014",17.631,3,2014,"2014Q3"
"NasdaqGS","AMCN","FQ42014",-67.418,4,2014,"2014Q4"
"NasdaqGS","AMCN","FQ12015",60.258,1,2015,"2015Q1"
"NasdaqGS","AMCN","FQ22015",11.618,2,2015,"2015Q2"
"NasdaqGS","AMCN","FQ32015",10.356,3,2015,"2015Q3"
"NasdaqGS","AMCN","FQ42015",-31.999,4,2015,"2015Q4"
"NasdaqGS","AMCN","FQ12016",3.7515,1,2016,"2016Q1"
"NasdaqGS","AMCN","FQ22016",3.7515,2,2016,"2016Q2"
"NasdaqGS","AMCN","FQ32016",4.505,3,2016,"2016Q3"
"NasdaqGS","AMCN","FQ42016",4.505,4,2016,"2016Q4"
"NasdaqGS","AMCX","FQ12013",381.961,1,2013,"2013Q1"
"NasdaqGS","AMCX","FQ22013",379.322,2,2013,"2013Q2"
"NasdaqGS","AMCX","FQ32013",395.328,3,2013,"2013Q3"
"NasdaqGS","AMCX","FQ42013",435.247,4,2013,"2013Q4"
"NasdaqGS","AMCX","FQ12014",524.554,1,2014,"2014Q1"
"NasdaqGS","AMCX","FQ22014",522.093,2,2014,"2014Q2"
"NasdaqGS","AMCX","FQ32014",519.55,3,2014,"2014Q3"
"NasdaqGS","AMCX","FQ42014",609.444,4,2014,"2014Q4"
"NasdaqGS","AMCX","FQ12015",668.682,1,2015,"2015Q1"
"NasdaqGS","AMCX","FQ22015",601.138,2,2015,"2015Q2"
"NasdaqGS","AMCX","FQ32015",632.165,3,2015,"2015Q3"
"NasdaqGS","AMCX","FQ42015",678.95,4,2015,"2015Q4"
"NasdaqGS","AMCX","FQ12016",706.579,1,2016,"2016Q1"
"NasdaqGS","AMCX","FQ22016",684.832,2,2016,"2016Q2"
"NasdaqGS","AMCX","FQ32016",634.646,3,2016,"2016Q3"
"NasdaqGS","AMCX","FQ42016",729.597,4,2016,"2016Q4"
"NasdaqGS","AMCX","FQ12017",720.189,1,2017,"2017Q1"
"NasdaqCM","AMD","FQ12013",1088,1,2013,"2013Q1"
"NasdaqCM","AMD","FQ22013",1161,2,2013,"2013Q2"
"NasdaqCM","AMD","FQ32013",1461,3,2013,"2013Q3"
"NasdaqCM","AMD","FQ42013",1589,4,2013,"2013Q4"
"NasdaqCM","AMD","FQ12014",1397,1,2014,"2014Q1"
"NasdaqCM","AMD","FQ22014",1441,2,2014,"2014Q2"
"NasdaqCM","AMD","FQ32014",1429,3,2014,"2014Q3"
"NasdaqCM","AMD","FQ42014",1239,4,2014,"2014Q4"
"NasdaqCM","AMD","FQ12015",1030,1,2015,"2015Q1"
"NasdaqCM","AMD","FQ22015",942,2,2015,"2015Q2"
"NasdaqCM","AMD","FQ32015",1061,3,2015,"2015Q3"
"NasdaqCM","AMD","FQ42015",958,4,2015,"2015Q4"
"NasdaqCM","AMD","FQ12016",832,1,2016,"2016Q1"
"NasdaqCM","AMD","FQ22016",1027,2,2016,"2016Q2"
"NasdaqCM","AMD","FQ32016",1307,3,2016,"2016Q3"
"NasdaqCM","AMD","FQ42016",1106,4,2016,"2016Q4"
"NasdaqCM","AMD","FQ12017",984,1,2017,"2017Q1"
"NYSE","AME","FQ12013",882.853,1,2013,"2013Q1"
"NYSE","AME","FQ22013",878.809,2,2013,"2013Q2"
"NYSE","AME","FQ32013",890.006,3,2013,"2013Q3"
"NYSE","AME","FQ42013",942.468,4,2013,"2013Q4"
"NYSE","AME","FQ12014",975.292,1,2014,"2014Q1"
"NYSE","AME","FQ22014",990.718,2,2014,"2014Q2"
"NYSE","AME","FQ32014",1031.811,3,2014,"2014Q3"
"NYSE","AME","FQ42014",1024.143,4,2014,"2014Q4"
"NYSE","AME","FQ12015",984.059,1,2015,"2015Q1"
"NYSE","AME","FQ22015",1003.726,2,2015,"2015Q2"
"NYSE","AME","FQ32015",998.527,3,2015,"2015Q3"
"NYSE","AME","FQ42015",987.983,4,2015,"2015Q4"
"NYSE","AME","FQ12016",944.398,1,2016,"2016Q1"
"NYSE","AME","FQ22016",977.706,2,2016,"2016Q2"
"NYSE","AME","FQ32016",945.03,3,2016,"2016Q3"
"NYSE","AME","FQ42016",972.953,4,2016,"2016Q4"
"NYSE","AME","FQ12017",1007.682,1,2017,"2017Q1"
"NasdaqGS","AMED","FQ12013",324.748,1,2013,"2013Q1"
"NasdaqGS","AMED","FQ22013",311.321,2,2013,"2013Q2"
"NasdaqGS","AMED","FQ32013",297.341,3,2013,"2013Q3"
"NasdaqGS","AMED","FQ42013",300.052,4,2013,"2013Q4"
"NasdaqGS","AMED","FQ12014",293.845,1,2014,"2014Q1"
"NasdaqGS","AMED","FQ22014",300.764,2,2014,"2014Q2"
"NasdaqGS","AMED","FQ32014",296.098,3,2014,"2014Q3"
"NasdaqGS","AMED","FQ42014",297.552,4,2014,"2014Q4"
"NasdaqGS","AMED","FQ12015",298.596,1,2015,"2015Q1"
"NasdaqGS","AMED","FQ22015",311.396,2,2015,"2015Q2"
"NasdaqGS","AMED","FQ32015",322.812,3,2015,"2015Q3"
"NasdaqGS","AMED","FQ42015",333.684,4,2015,"2015Q4"
"NasdaqGS","AMED","FQ12016",344.877,1,2016,"2016Q1"
"NasdaqGS","AMED","FQ22016",356.493,2,2016,"2016Q2"
"NasdaqGS","AMED","FQ32016",356.124,3,2016,"2016Q3"
"NasdaqGS","AMED","FQ42016",360.441,4,2016,"2016Q4"
"NasdaqGS","AMED","FQ12017",364.117,1,2017,"2017Q1"
"LSE","AMFW","FQ12013",1511.65439,1,2013,"2013Q1"
"LSE","AMFW","FQ22013",1513.03291,2,2013,"2013Q2"
"LSE","AMFW","FQ32013",1605.27807,3,2013,"2013Q3"
"LSE","AMFW","FQ42013",1642.50808,4,2013,"2013Q4"
"LSE","AMFW","FQ12014",1548.46237,1,2014,"2014Q1"
"LSE","AMFW","FQ22014",1588.98486,2,2014,"2014Q2"
"LSE","AMFW","FQ32014",1731.68951,3,2014,"2014Q3"
"LSE","AMFW","FQ42014",1663.67958,4,2014,"2014Q4"
"LSE","AMFW","FQ12015",1978.87418,1,2015,"2015Q1"
"LSE","AMFW","FQ22015",2094.66897,2,2015,"2015Q2"
"LSE","AMFW","FQ32015",2111.67436,3,2015,"2015Q3"
"LSE","AMFW","FQ42015",2057.95605,4,2015,"2015Q4"
"LSE","AMFW","FQ12016",2046.66571,1,2016,"2016Q1"
"LSE","AMFW","FQ22016",1889.13779,2,2016,"2016Q2"
"LSE","AMFW","FQ32016",1691.48334,3,2016,"2016Q3"
"LSE","AMFW","FQ42016",1603.86211,4,2016,"2016Q4"
"NasdaqGS","AMGN","FQ12013",4151,1,2013,"2013Q1"
"NasdaqGS","AMGN","FQ22013",4595,2,2013,"2013Q2"
"NasdaqGS","AMGN","FQ32013",4647,3,2013,"2013Q3"
"NasdaqGS","AMGN","FQ42013",4799,4,2013,"2013Q4"
"NasdaqGS","AMGN","FQ12014",4356,1,2014,"2014Q1"
"NasdaqGS","AMGN","FQ22014",4949,2,2014,"2014Q2"
"NasdaqGS","AMGN","FQ32014",4848,3,2014,"2014Q3"
"NasdaqGS","AMGN","FQ42014",5174,4,2014,"2014Q4"
"NasdaqGS","AMGN","FQ12015",4874,1,2015,"2015Q1"
"NasdaqGS","AMGN","FQ22015",5225,2,2015,"2015Q2"
"NasdaqGS","AMGN","FQ32015",5516,3,2015,"2015Q3"
"NasdaqGS","AMGN","FQ42015",5329,4,2015,"2015Q4"
"NasdaqGS","AMGN","FQ12016",5239,1,2016,"2016Q1"
"NasdaqGS","AMGN","FQ22016",5474,2,2016,"2016Q2"
"NasdaqGS","AMGN","FQ32016",5516,3,2016,"2016Q3"
"NasdaqGS","AMGN","FQ42016",5663,4,2016,"2016Q4"
"NasdaqGS","AMGN","FQ12017",5199,1,2017,"2017Q1"
"NYSE","AMID","FQ12013",62.904,1,2013,"2013Q1"
"NYSE","AMID","FQ22013",76.277,2,2013,"2013Q2"
"NYSE","AMID","FQ32013",78.018,3,2013,"2013Q3"
"NYSE","AMID","FQ42013",76.85,4,2013,"2013Q4"
"NYSE","AMID","FQ12014",80.368,1,2014,"2014Q1"
"NYSE","AMID","FQ22014",77.873,2,2014,"2014Q2"
"NYSE","AMID","FQ32014",69.699,3,2014,"2014Q3"
"NYSE","AMID","FQ42014",79.369,4,2014,"2014Q4"
"NYSE","AMID","FQ12015",64.462,1,2015,"2015Q1"
"NYSE","AMID","FQ22015",67.198,2,2015,"2015Q2"
"NYSE","AMID","FQ32015",54.825,3,2015,"2015Q3"
"NYSE","AMID","FQ42015",48.549,4,2015,"2015Q4"
"NYSE","AMID","FQ12016",143.614,1,2016,"2016Q1"
"NYSE","AMID","FQ22016",56.148,2,2016,"2016Q2"
"NYSE","AMID","FQ32016",63.671,3,2016,"2016Q3"
"NYSE","AMID","FQ42016",67.58,4,2016,"2016Q4"
"NYSE","AMID","FQ12017",199.889,1,2017,"2017Q1"
"NasdaqGS","AMKR","FQ12013",687.529,1,2013,"2013Q1"
"NasdaqGS","AMKR","FQ22013",746.059,2,2013,"2013Q2"
"NasdaqGS","AMKR","FQ32013",767.987,3,2013,"2013Q3"
"NasdaqGS","AMKR","FQ42013",754.875,4,2013,"2013Q4"
"NasdaqGS","AMKR","FQ12014",696.044,1,2014,"2014Q1"
"NasdaqGS","AMKR","FQ22014",767.459,2,2014,"2014Q2"
"NasdaqGS","AMKR","FQ32014",812.824,3,2014,"2014Q3"
"NasdaqGS","AMKR","FQ42014",853.113,4,2014,"2014Q4"
"NasdaqGS","AMKR","FQ12015",742.875,1,2015,"2015Q1"
"NasdaqGS","AMKR","FQ22015",736.722,2,2015,"2015Q2"
"NasdaqGS","AMKR","FQ32015",734.362,3,2015,"2015Q3"
"NasdaqGS","AMKR","FQ42015",670.644,4,2015,"2015Q4"
"NasdaqGS","AMKR","FQ12016",868.682,1,2016,"2016Q1"
"NasdaqGS","AMKR","FQ22016",917.326,2,2016,"2016Q2"
"NasdaqGS","AMKR","FQ32016",1086.014,3,2016,"2016Q3"
"NasdaqGS","AMKR","FQ42016",1021.613,4,2016,"2016Q4"
"NasdaqGS","AMKR","FQ12017",913.6,1,2017,"2017Q1"
"NYSE","AMN","FQ12013",252.12,1,2013,"2013Q1"
"NYSE","AMN","FQ22013",253.943,2,2013,"2013Q2"
"NYSE","AMN","FQ32013",257.095,3,2013,"2013Q3"
"NYSE","AMN","FQ42013",248.658,4,2013,"2013Q4"
"NYSE","AMN","FQ12014",240.881,1,2014,"2014Q1"
"NYSE","AMN","FQ22014",250.913,2,2014,"2014Q2"
"NYSE","AMN","FQ32014",264.584,3,2014,"2014Q3"
"NYSE","AMN","FQ42014",279.649,4,2014,"2014Q4"
"NYSE","AMN","FQ12015",327.51,1,2015,"2015Q1"
"NYSE","AMN","FQ22015",350.144,2,2015,"2015Q2"
"NYSE","AMN","FQ32015",382.859,3,2015,"2015Q3"
"NYSE","AMN","FQ42015",402.552,4,2015,"2015Q4"
"NYSE","AMN","FQ12016",468.002,1,2016,"2016Q1"
"NYSE","AMN","FQ22016",473.729,2,2016,"2016Q2"
"NYSE","AMN","FQ32016",472.636,3,2016,"2016Q3"
"NYSE","AMN","FQ42016",487.858,4,2016,"2016Q4"
"NYSE","AMN","FQ12017",495.169,1,2017,"2017Q1"
"NasdaqGS","AMNB","FQ12013",2.77,1,2013,"2013Q1"
"NasdaqGS","AMNB","FQ22013",2.686,2,2013,"2013Q2"
"NasdaqGS","AMNB","FQ32013",2.767,3,2013,"2013Q3"
"NasdaqGS","AMNB","FQ42013",2.604,4,2013,"2013Q4"
"NasdaqGS","AMNB","FQ12014",2.703,1,2014,"2014Q1"
"NasdaqGS","AMNB","FQ22014",2.7,2,2014,"2014Q2"
"NasdaqGS","AMNB","FQ32014",2.981,3,2014,"2014Q3"
"NasdaqGS","AMNB","FQ42014",2.792,4,2014,"2014Q4"
"NasdaqGS","AMNB","FQ12015",3.156,1,2015,"2015Q1"
"NasdaqGS","AMNB","FQ22015",3.258,2,2015,"2015Q2"
"NasdaqGS","AMNB","FQ32015",3.055,3,2015,"2015Q3"
"NasdaqGS","AMNB","FQ42015",3.818,4,2015,"2015Q4"
"NasdaqGS","AMNB","FQ12016",3.297,1,2016,"2016Q1"
"NasdaqGS","AMNB","FQ22016",3.367,2,2016,"2016Q2"
"NasdaqGS","AMNB","FQ32016",3.12,3,2016,"2016Q3"
"NasdaqGS","AMNB","FQ42016",3.721,4,2016,"2016Q4"
"NasdaqGS","AMNB","FQ12017",3.271,1,2017,"2017Q1"
"NasdaqGM","AMOT","FQ12013",25.143,1,2013,"2013Q1"
"NasdaqGM","AMOT","FQ22013",25.352,2,2013,"2013Q2"
"NasdaqGM","AMOT","FQ32013",24.876,3,2013,"2013Q3"
"NasdaqGM","AMOT","FQ42013",50.131,4,2013,"2013Q4"
"NasdaqGM","AMOT","FQ12014",60.435,1,2014,"2014Q1"
"NasdaqGM","AMOT","FQ22014",62.069,2,2014,"2014Q2"
"NasdaqGM","AMOT","FQ32014",65.28,3,2014,"2014Q3"
"NasdaqGM","AMOT","FQ42014",61.898,4,2014,"2014Q4"
"NasdaqGM","AMOT","FQ12015",59.58,1,2015,"2015Q1"
"NasdaqGM","AMOT","FQ22015",60.479,2,2015,"2015Q2"
"NasdaqGM","AMOT","FQ32015",61.534,3,2015,"2015Q3"
"NasdaqGM","AMOT","FQ42015",50.841,4,2015,"2015Q4"
"NasdaqGM","AMOT","FQ12016",63.675,1,2016,"2016Q1"
"NasdaqGM","AMOT","FQ22016",65.835,2,2016,"2016Q2"
"NasdaqGM","AMOT","FQ32016",61.04,3,2016,"2016Q3"
"NasdaqGM","AMOT","FQ42016",55.343,4,2016,"2016Q4"
"NasdaqGM","AMOT","FQ12017",61.354,1,2017,"2017Q1"
"NYSE","AMP","FQ12013",1988,1,2013,"2013Q1"
"NYSE","AMP","FQ22013",2057,2,2013,"2013Q2"
"NYSE","AMP","FQ32013",2083,3,2013,"2013Q3"
