"exchange","symbol","fiscalQID","revenue","quarter","year","fiscalQ1"
"NYSE","JCP","FQ32015",2764,3,2015,"2015Q3"
"NYSE","JCP","FQ42015",3893,4,2015,"2015Q4"
"NYSE","JCP","FQ12016",2857,1,2016,"2016Q1"
"NYSE","JCP","FQ22016",2875,2,2016,"2016Q2"
"NYSE","JCP","FQ32016",2897,3,2016,"2016Q3"
"NYSE","JCP","FQ42016",3996,4,2016,"2016Q4"
"NYSE","JCP","FQ12017",2811,1,2017,"2017Q1"
"NYSE","JCP","FQ22017",2918,2,2017,"2017Q2"
"NYSE","JCP","FQ32017",2857,3,2017,"2017Q3"
"NYSE","JCP","FQ42017",3961,4,2017,"2017Q4"
"NYSE","JCP","FQ12018",2706,1,2018,"2018Q1"
"NasdaqGS","JD","FQ12013",2208.1892,1,2013,"2013Q1"
"NasdaqGS","JD","FQ22013",2841.51704,2,2013,"2013Q2"
"NasdaqGS","JD","FQ32013",2946.75967,3,2013,"2013Q3"
"NasdaqGS","JD","FQ42013",3323.97059,4,2013,"2013Q4"
"NasdaqGS","JD","FQ12014",3644.54639,1,2014,"2014Q1"
"NasdaqGS","JD","FQ22014",4601.24629,2,2014,"2014Q2"
"NasdaqGS","JD","FQ32014",4726.23653,3,2014,"2014Q3"
"NasdaqGS","JD","FQ42014",5598.26894,4,2014,"2014Q4"
"NasdaqGS","JD","FQ12015",5910.2468,1,2015,"2015Q1"
"NasdaqGS","JD","FQ22015",7407.25537,2,2015,"2015Q2"
"NasdaqGS","JD","FQ32015",6939.04952,3,2015,"2015Q3"
"NasdaqGS","JD","FQ42015",8409.08943,4,2015,"2015Q4"
"NasdaqGS","JD","FQ12016",8361.81505,1,2016,"2016Q1"
"NasdaqGS","JD","FQ22016",9814.46591,2,2016,"2016Q2"
"NasdaqGS","JD","FQ32016",9105.27054,3,2016,"2016Q3"
"NasdaqGS","JD","FQ42016",11549.01721,4,2016,"2016Q4"
"NasdaqGS","JD","FQ12017",11070.78268,1,2017,"2017Q1"
"TSX","JE","FQ12013",644.44172,1,2013,"2013Q1"
"TSX","JE","FQ22013",724.02871,2,2013,"2013Q2"
"TSX","JE","FQ32013",738.96363,3,2013,"2013Q3"
"TSX","JE","FQ42013",888.83657,4,2013,"2013Q4"
"TSX","JE","FQ12014",690.84698,1,2014,"2014Q1"
"TSX","JE","FQ22014",810.41069,2,2014,"2014Q2"
"TSX","JE","FQ32014",790.78467,3,2014,"2014Q3"
"TSX","JE","FQ42014",1026.71126,4,2014,"2014Q4"
"TSX","JE","FQ12015",769.79598,1,2015,"2015Q1"
"TSX","JE","FQ22015",821.39311,2,2015,"2015Q2"
"TSX","JE","FQ32015",817.52571,3,2015,"2015Q3"
"TSX","JE","FQ42015",955.51212,4,2015,"2015Q4"
"TSX","JE","FQ12016",747.77594,1,2016,"2016Q1"
"TSX","JE","FQ22016",811.63341,2,2016,"2016Q2"
"TSX","JE","FQ32016",727.72869,3,2016,"2016Q3"
"TSX","JE","FQ42016",829.6358,4,2016,"2016Q4"
"TSX","JE","FQ12017",692.15936,1,2017,"2017Q1"
"TSX","JE","FQ22017",756.42309,2,2017,"2017Q2"
"TSX","JE","FQ32017",683.83139,3,2017,"2017Q3"
"TSX","JE","FQ42017",710.83572,4,2017,"2017Q4"
"NYSE","JEC","FQ12013",2759.641,1,2013,"2013Q1"
"NYSE","JEC","FQ22013",2835.084,2,2013,"2013Q2"
"NYSE","JEC","FQ32013",3080.995,3,2013,"2013Q3"
"NYSE","JEC","FQ42013",3142.656,4,2013,"2013Q4"
"NYSE","JEC","FQ12014",3068.891,1,2014,"2014Q1"
"NYSE","JEC","FQ22014",3176.033,2,2014,"2014Q2"
"NYSE","JEC","FQ32014",3231.791,3,2014,"2014Q3"
"NYSE","JEC","FQ42014",3218.442,4,2014,"2014Q4"
"NYSE","JEC","FQ12015",3187.005,1,2015,"2015Q1"
"NYSE","JEC","FQ22015",2903.332,2,2015,"2015Q2"
"NYSE","JEC","FQ32015",2907.541,3,2015,"2015Q3"
"NYSE","JEC","FQ42015",3116.954,4,2015,"2015Q4"
"NYSE","JEC","FQ12016",2847.934,1,2016,"2016Q1"
"NYSE","JEC","FQ22016",2781.763,2,2016,"2016Q2"
"NYSE","JEC","FQ32016",2693.873,3,2016,"2016Q3"
"NYSE","JEC","FQ42016",2640.587,4,2016,"2016Q4"
"NYSE","JEC","FQ12017",2551.604,1,2017,"2017Q1"
"NYSE","JEC","FQ22017",2302.567,2,2017,"2017Q2"
"NYSE","JELD","FQ12015",736.982,1,2015,"2015Q1"
"NYSE","JELD","FQ22015",878.799,2,2015,"2015Q2"
"NYSE","JELD","FQ32015",874.331,3,2015,"2015Q3"
"NYSE","JELD","FQ42015",890.948,4,2015,"2015Q4"
"NYSE","JELD","FQ12016",796.547,1,2016,"2016Q1"
"NYSE","JELD","FQ22016",964.608,2,2016,"2016Q2"
"NYSE","JELD","FQ32016",932.475,3,2016,"2016Q3"
"NYSE","JELD","FQ42016",973.169,4,2016,"2016Q4"
"NYSE","JELD","FQ12017",847.787,1,2017,"2017Q1"
"ASX","JHX","FQ12013",339.7,1,2013,"2013Q1"
"ASX","JHX","FQ22013",334.4,2,2013,"2013Q2"
"ASX","JHX","FQ32013",320.4,3,2013,"2013Q3"
"ASX","JHX","FQ42013",326.8,4,2013,"2013Q4"
"ASX","JHX","FQ12014",372.2,1,2014,"2014Q1"
"ASX","JHX","FQ22014",392,2,2014,"2014Q2"
"ASX","JHX","FQ32014",353.2,3,2014,"2014Q3"
"ASX","JHX","FQ42014",376.4,4,2014,"2014Q4"
"ASX","JHX","FQ12015",416.8,1,2015,"2015Q1"
"ASX","JHX","FQ22015",440.4,2,2015,"2015Q2"
"ASX","JHX","FQ32015",388.4,3,2015,"2015Q3"
"ASX","JHX","FQ42015",411.3,4,2015,"2015Q4"
"ASX","JHX","FQ12016",428.3,1,2016,"2016Q1"
"ASX","JHX","FQ22016",450.2,2,2016,"2016Q2"
"ASX","JHX","FQ32016",413.9,3,2016,"2016Q3"
"ASX","JHX","FQ42016",435.8,4,2016,"2016Q4"
"ASX","JHX","FQ12017",477.7,1,2017,"2017Q1"
"ASX","JHX","FQ22017",495.8,2,2017,"2017Q2"
"ASX","JHX","FQ32017",453.8,3,2017,"2017Q3"
"ASX","JHX","FQ42017",494.3,4,2017,"2017Q4"
"NYSE","JILL","FQ12016",137.0165,1,2016,"2016Q1"
"NYSE","JILL","FQ22016",141.481,2,2016,"2016Q2"
"NYSE","JILL","FQ32016",142.629,3,2016,"2016Q3"
"NYSE","JILL","FQ42016",145.353,4,2016,"2016Q4"
"NYSE","JILL","FQ12017",147.665,1,2017,"2017Q1"
"NYSE","JILL","FQ22017",165.035,2,2017,"2017Q2"
"NYSE","JILL","FQ32017",159.439,3,2017,"2017Q3"
"NYSE","JILL","FQ42017",166.917,4,2017,"2017Q4"
"NYSE","JILL","FQ12018",166.126,1,2018,"2018Q1"
"NasdaqGS","JJSF","FQ12013",191.408,1,2013,"2013Q1"
"NasdaqGS","JJSF","FQ22013",201.326,2,2013,"2013Q2"
"NasdaqGS","JJSF","FQ32013",237.036,3,2013,"2013Q3"
"NasdaqGS","JJSF","FQ42013",237.913,4,2013,"2013Q4"
"NasdaqGS","JJSF","FQ12014",203.523,1,2014,"2014Q1"
"NasdaqGS","JJSF","FQ22014",205.321,2,2014,"2014Q2"
"NasdaqGS","JJSF","FQ32014",257.113,3,2014,"2014Q3"
"NasdaqGS","JJSF","FQ42014",253.494,4,2014,"2014Q4"
"NasdaqGS","JJSF","FQ12015",212.752,1,2015,"2015Q1"
"NasdaqGS","JJSF","FQ22015",225.008,2,2015,"2015Q2"
"NasdaqGS","JJSF","FQ32015",278.724,3,2015,"2015Q3"
"NasdaqGS","JJSF","FQ42015",259.772,4,2015,"2015Q4"
"NasdaqGS","JJSF","FQ12016",222.85,1,2016,"2016Q1"
"NasdaqGS","JJSF","FQ22016",229.71,2,2016,"2016Q2"
"NasdaqGS","JJSF","FQ32016",277.981,3,2016,"2016Q3"
"NasdaqGS","JJSF","FQ42016",262.24,4,2016,"2016Q4"
"NasdaqGS","JJSF","FQ12017",225.57,1,2017,"2017Q1"
"NasdaqGS","JJSF","FQ22017",246.513,2,2017,"2017Q2"
"NasdaqGS","JKHY","FQ12013",271.001,1,2013,"2013Q1"
"NasdaqGS","JKHY","FQ22013",278.694,2,2013,"2013Q2"
"NasdaqGS","JKHY","FQ32013",281.543,3,2013,"2013Q3"
"NasdaqGS","JKHY","FQ42013",298.148,4,2013,"2013Q4"
"NasdaqGS","JKHY","FQ12014",277.73,1,2014,"2014Q1"
"NasdaqGS","JKHY","FQ22014",288.844,2,2014,"2014Q2"
"NasdaqGS","JKHY","FQ32014",291.434,3,2014,"2014Q3"
"NasdaqGS","JKHY","FQ42014",315.166,4,2014,"2014Q4"
"NasdaqGS","JKHY","FQ12015",301.474,1,2015,"2015Q1"
"NasdaqGS","JKHY","FQ22015",311.294,2,2015,"2015Q2"
"NasdaqGS","JKHY","FQ32015",309.709,3,2015,"2015Q3"
"NasdaqGS","JKHY","FQ42015",333.713,4,2015,"2015Q4"
"NasdaqGS","JKHY","FQ12016",321.618,1,2016,"2016Q1"
"NasdaqGS","JKHY","FQ22016",332.872,2,2016,"2016Q2"
"NasdaqGS","JKHY","FQ32016",333.186,3,2016,"2016Q3"
"NasdaqGS","JKHY","FQ42016",366.969,4,2016,"2016Q4"
"NasdaqGS","JKHY","FQ12017",345.028,1,2017,"2017Q1"
"NasdaqGS","JKHY","FQ22017",348.553,2,2017,"2017Q2"
"NasdaqGS","JKHY","FQ32017",353.767,3,2017,"2017Q3"
"NYSE","JKS","FQ12013",187.1777,1,2013,"2013Q1"
"NYSE","JKS","FQ22013",287.33769,2,2013,"2013Q2"
"NYSE","JKS","FQ32013",320.59922,3,2013,"2013Q3"
"NYSE","JKS","FQ42013",361.42483,4,2013,"2013Q4"
"NYSE","JKS","FQ12014",323.90474,1,2014,"2014Q1"
"NYSE","JKS","FQ22014",391.12969,2,2014,"2014Q2"
"NYSE","JKS","FQ32014",417.26562,3,2014,"2014Q3"
"NYSE","JKS","FQ42014",479.07976,4,2014,"2014Q4"
"NYSE","JKS","FQ12015",443.46109,1,2015,"2015Q1"
"NYSE","JKS","FQ22015",516.18321,2,2015,"2015Q2"
"NYSE","JKS","FQ32015",637.50944,3,2015,"2015Q3"
"NYSE","JKS","FQ12016",818.23637,1,2016,"2016Q1"
"NYSE","JKS","FQ22016",895.92658,2,2016,"2016Q2"
"NYSE","JKS","FQ32016",855.20339,3,2016,"2016Q3"
"NYSE","JKS","FQ42016",737.60737,4,2016,"2016Q4"
"NYSE","JKS","FQ12017",839.00542,1,2017,"2017Q1"
"NYSE","JLL","FQ12013",855.988,1,2013,"2013Q1"
"NYSE","JLL","FQ22013",989.383,2,2013,"2013Q2"
"NYSE","JLL","FQ32013",1106.802,3,2013,"2013Q3"
"NYSE","JLL","FQ42013",1509.418,4,2013,"2013Q4"
"NYSE","JLL","FQ12014",1037.442,1,2014,"2014Q1"
"NYSE","JLL","FQ22014",1277.204,2,2014,"2014Q2"
"NYSE","JLL","FQ32014",1365.975,3,2014,"2014Q3"
"NYSE","JLL","FQ42014",1748.981,4,2014,"2014Q4"
"NYSE","JLL","FQ12015",1203.5,1,2015,"2015Q1"
"NYSE","JLL","FQ22015",1373.5,2,2015,"2015Q2"
"NYSE","JLL","FQ32015",1501.3,3,2015,"2015Q3"
"NYSE","JLL","FQ42015",1887.5,4,2015,"2015Q4"
"NYSE","JLL","FQ12016",1336.8,1,2016,"2016Q1"
"NYSE","JLL","FQ22016",1603.6,2,2016,"2016Q2"
"NYSE","JLL","FQ32016",1705.2,3,2016,"2016Q3"
"NYSE","JLL","FQ42016",2158.2,4,2016,"2016Q4"
"NYSE","JLL","FQ12017",1615.2,1,2017,"2017Q1"
"NasdaqGM","JMBA","FQ12013",55.685,1,2013,"2013Q1"
"NasdaqGM","JMBA","FQ22013",67.834,2,2013,"2013Q2"
"NasdaqGM","JMBA","FQ32013",61.674,3,2013,"2013Q3"
"NasdaqGM","JMBA","FQ42013",44.056,4,2013,"2013Q4"
"NasdaqGM","JMBA","FQ12014",51.633,1,2014,"2014Q1"
"NasdaqGM","JMBA","FQ22014",64.198,2,2014,"2014Q2"
"NasdaqGM","JMBA","FQ32014",58.284,3,2014,"2014Q3"
"NasdaqGM","JMBA","FQ42014",43.933,4,2014,"2014Q4"
"NasdaqGM","JMBA","FQ12015",52.504,1,2015,"2015Q1"
"NasdaqGM","JMBA","FQ22015",54.126,2,2015,"2015Q2"
"NasdaqGM","JMBA","FQ32015",35.497,3,2015,"2015Q3"
"NasdaqGM","JMBA","FQ42015",19.549,4,2015,"2015Q4"
"NasdaqGM","JMBA","FQ12016",18.754,1,2016,"2016Q1"
"NasdaqGM","JMBA","FQ22016",21.54,2,2016,"2016Q2"
"NasdaqGM","JMBA","FQ32016",22.061,3,2016,"2016Q3"
"NYSE","JMEI","FQ12013",110.909,1,2013,"2013Q1"
"NYSE","JMEI","FQ22013",108.765,2,2013,"2013Q2"
"NYSE","JMEI","FQ32013",123.254,3,2013,"2013Q3"
"NYSE","JMEI","FQ42013",140.068,4,2013,"2013Q4"
"NYSE","JMEI","FQ12014",154.859,1,2014,"2014Q1"
"NYSE","JMEI","FQ22014",154.359,2,2014,"2014Q2"
"NYSE","JMEI","FQ32014",158.2165,3,2014,"2014Q3"
"NYSE","JMEI","FQ42014",164.17032,4,2014,"2014Q4"
"NYSE","JMEI","FQ12015",250.598,1,2015,"2015Q1"
"NYSE","JMEI","FQ22015",308.053,2,2015,"2015Q2"
"NYSE","JMEI","FQ32015",305.44047,3,2015,"2015Q3"
"NYSE","JMEI","FQ42015",284.95993,4,2015,"2015Q4"
"NYSE","JMEI","FQ12016",269.68254,1,2016,"2016Q1"
"NYSE","JMEI","FQ22016",261.8643,2,2016,"2016Q2"
"NYSE","JMEI","FQ32016",209.61413,3,2016,"2016Q3"
"NYSE","JMEI","FQ42016",201.33933,4,2016,"2016Q4"
"NYSE","JMP","FQ12013",25.969,1,2013,"2013Q1"
"NYSE","JMP","FQ22013",33.856,2,2013,"2013Q2"
"NYSE","JMP","FQ32013",30.855,3,2013,"2013Q3"
"NYSE","JMP","FQ42013",54.797,4,2013,"2013Q4"
"NYSE","JMP","FQ12014",33.56,1,2014,"2014Q1"
"NYSE","JMP","FQ22014",54.081,2,2014,"2014Q2"
"NYSE","JMP","FQ32014",28.872,3,2014,"2014Q3"
"NYSE","JMP","FQ42014",45.941,4,2014,"2014Q4"
"NYSE","JMP","FQ12015",35.165,1,2015,"2015Q1"
"NYSE","JMP","FQ22015",35.313,2,2015,"2015Q2"
"NYSE","JMP","FQ32015",23.487,3,2015,"2015Q3"
"NYSE","JMP","FQ42015",26.928,4,2015,"2015Q4"
"NYSE","JMP","FQ12016",34.647,1,2016,"2016Q1"
"NYSE","JMP","FQ22016",26.406,2,2016,"2016Q2"
"NYSE","JMP","FQ32016",26.871,3,2016,"2016Q3"
"NYSE","JMP","FQ42016",34.157,4,2016,"2016Q4"
"NYSE","JMP","FQ12017",22.904,1,2017,"2017Q1"
"NasdaqGM","JMU","FQ12013",8.95574,1,2013,"2013Q1"
"NasdaqGM","JMU","FQ22013",8.95554,2,2013,"2013Q2"
"NasdaqGM","JMU","FQ32013",9.722,3,2013,"2013Q3"
"NasdaqGM","JMU","FQ12014",5.517,1,2014,"2014Q1"
"NasdaqGM","JMU","FQ22014",8.241,2,2014,"2014Q2"
"NasdaqGM","JMU","FQ32014",8.427,3,2014,"2014Q3"
"NasdaqGM","JMU","FQ12015",7.611,1,2015,"2015Q1"
"NasdaqGM","JMU","FQ22015",6.015,2,2015,"2015Q2"
"NasdaqGM","JMU","FQ42015",7.399,4,2015,"2015Q4"
"NasdaqGM","JMU","FQ12016",17.299,1,2016,"2016Q1"
"NasdaqGM","JMU","FQ22016",56.134,2,2016,"2016Q2"
"NasdaqGM","JMU","FQ32016",19.836,3,2016,"2016Q3"
"NasdaqGM","JMU","FQ42016",-47.03184,4,2016,"2016Q4"
"NasdaqGM","JMU","FQ12017",19.682,1,2017,"2017Q1"
"NasdaqGS","JNCE","FQ32016",16.908,3,2016,"2016Q3"
"NasdaqGS","JNCE","FQ42016",20.289,4,2016,"2016Q4"
"NasdaqGS","JNCE","FQ12017",20.289,1,2017,"2017Q1"
"NYSE","JNJ","FQ12013",17505,1,2013,"2013Q1"
"NYSE","JNJ","FQ22013",17877,2,2013,"2013Q2"
"NYSE","JNJ","FQ32013",17575,3,2013,"2013Q3"
"NYSE","JNJ","FQ42013",18155,4,2013,"2013Q4"
"NYSE","JNJ","FQ12014",18115,1,2014,"2014Q1"
"NYSE","JNJ","FQ22014",19495,2,2014,"2014Q2"
"NYSE","JNJ","FQ32014",18467,3,2014,"2014Q3"
"NYSE","JNJ","FQ42014",18254,4,2014,"2014Q4"
"NYSE","JNJ","FQ12015",17374,1,2015,"2015Q1"
"NYSE","JNJ","FQ22015",17787,2,2015,"2015Q2"
"NYSE","JNJ","FQ32015",17102,3,2015,"2015Q3"
"NYSE","JNJ","FQ42015",17811,4,2015,"2015Q4"
"NYSE","JNJ","FQ12016",17482,1,2016,"2016Q1"
"NYSE","JNJ","FQ22016",18482,2,2016,"2016Q2"
"NYSE","JNJ","FQ32016",17820,3,2016,"2016Q3"
"NYSE","JNJ","FQ42016",18106,4,2016,"2016Q4"
"NYSE","JNJ","FQ12017",17766,1,2017,"2017Q1"
"NYSE","JNJ","FQ22017",18839,2,2017,"2017Q2"
"NasdaqGS","JNP","FQ12013",6.259,1,2013,"2013Q1"
"NasdaqGS","JNP","FQ22013",7.947,2,2013,"2013Q2"
"NasdaqGS","JNP","FQ32013",7.095,3,2013,"2013Q3"
"NasdaqGS","JNP","FQ42013",7.507,4,2013,"2013Q4"
"NasdaqGS","JNP","FQ12014",7.016,1,2014,"2014Q1"
"NasdaqGS","JNP","FQ22014",6.654,2,2014,"2014Q2"
"NasdaqGS","JNP","FQ32014",11.537,3,2014,"2014Q3"
"NasdaqGS","JNP","FQ42014",8.186,4,2014,"2014Q4"
"NasdaqGS","JNP","FQ12015",9.036,1,2015,"2015Q1"
"NasdaqGS","JNP","FQ22015",9.633,2,2015,"2015Q2"
"NasdaqGS","JNP","FQ32015",10.993,3,2015,"2015Q3"
"NasdaqGS","JNP","FQ42015",8.625,4,2015,"2015Q4"
"NasdaqGS","JNP","FQ12016",10.477,1,2016,"2016Q1"
"NasdaqGS","JNP","FQ22016",11.61,2,2016,"2016Q2"
"NasdaqGS","JNP","FQ32016",11.556,3,2016,"2016Q3"
"NasdaqGS","JNP","FQ42016",20.93,4,2016,"2016Q4"
"NasdaqGS","JNP","FQ12017",11.247,1,2017,"2017Q1"
"NYSE","JNPR","FQ12013",1059.2,1,2013,"2013Q1"
"NYSE","JNPR","FQ22013",1150.7,2,2013,"2013Q2"
"NYSE","JNPR","FQ32013",1185.6,3,2013,"2013Q3"
"NYSE","JNPR","FQ42013",1273.6,4,2013,"2013Q4"
"NYSE","JNPR","FQ12014",1170.1,1,2014,"2014Q1"
"NYSE","JNPR","FQ22014",1229.5,2,2014,"2014Q2"
"NYSE","JNPR","FQ32014",1125.9,3,2014,"2014Q3"
"NYSE","JNPR","FQ42014",1101.6,4,2014,"2014Q4"
"NYSE","JNPR","FQ12015",1067.4,1,2015,"2015Q1"
"NYSE","JNPR","FQ22015",1222.2,2,2015,"2015Q2"
"NYSE","JNPR","FQ32015",1248.6,3,2015,"2015Q3"
"NYSE","JNPR","FQ42015",1319.6,4,2015,"2015Q4"
"NYSE","JNPR","FQ12016",1097.9,1,2016,"2016Q1"
"NYSE","JNPR","FQ22016",1221.3,2,2016,"2016Q2"
"NYSE","JNPR","FQ32016",1285.3,3,2016,"2016Q3"
"NYSE","JNPR","FQ42016",1385.6,4,2016,"2016Q4"
"NYSE","JNPR","FQ12017",1221,1,2017,"2017Q1"
"AMEX","JOB","FQ12013",13.017,1,2013,"2013Q1"
"AMEX","JOB","FQ22013",11.422,2,2013,"2013Q2"
"AMEX","JOB","FQ32013",10.721,3,2013,"2013Q3"
"AMEX","JOB","FQ42013",11.345,4,2013,"2013Q4"
"AMEX","JOB","FQ12014",10.807,1,2014,"2014Q1"
"AMEX","JOB","FQ22014",9.634,2,2014,"2014Q2"
"AMEX","JOB","FQ32014",9.923,3,2014,"2014Q3"
"AMEX","JOB","FQ12015",9.682,1,2015,"2015Q1"
"AMEX","JOB","FQ22015",9.796,2,2015,"2015Q2"
"AMEX","JOB","FQ32015",11.45,3,2015,"2015Q3"
"AMEX","JOB","FQ42015",12.459,4,2015,"2015Q4"
"AMEX","JOB","FQ12016",17.625,1,2016,"2016Q1"
"AMEX","JOB","FQ22016",21.666,2,2016,"2016Q2"
"AMEX","JOB","FQ32016",21.982,3,2016,"2016Q3"
"AMEX","JOB","FQ42016",21.801,4,2016,"2016Q4"
"AMEX","JOB","FQ12017",21.006,1,2017,"2017Q1"
"AMEX","JOB","FQ22017",21.549,2,2017,"2017Q2"
"NasdaqGS","JOBS","FQ12013",58.68056,1,2013,"2013Q1"
"NasdaqGS","JOBS","FQ22013",63.16466,2,2013,"2013Q2"
"NasdaqGS","JOBS","FQ32013",65.80547,3,2013,"2013Q3"
"NasdaqGS","JOBS","FQ42013",74.852,4,2013,"2013Q4"
"NasdaqGS","JOBS","FQ12014",67.48327,1,2014,"2014Q1"
"NasdaqGS","JOBS","FQ22014",70.92482,2,2014,"2014Q2"
"NasdaqGS","JOBS","FQ32014",74.60422,3,2014,"2014Q3"
"NasdaqGS","JOBS","FQ42014",82.86343,4,2014,"2014Q4"
"NasdaqGS","JOBS","FQ12015",71.99936,1,2015,"2015Q1"
"NasdaqGS","JOBS","FQ22015",80.2216,2,2015,"2015Q2"
"NasdaqGS","JOBS","FQ32015",80.75415,3,2015,"2015Q3"
"NasdaqGS","JOBS","FQ42015",92.12291,4,2015,"2015Q4"
"NasdaqGS","JOBS","FQ12016",79.25414,1,2016,"2016Q1"
"NasdaqGS","JOBS","FQ22016",82.82218,2,2016,"2016Q2"
"NasdaqGS","JOBS","FQ32016",88.35815,3,2016,"2016Q3"
"NasdaqGS","JOBS","FQ42016",98.94259,4,2016,"2016Q4"
"NasdaqGS","JOBS","FQ12017",87.09207,1,2017,"2017Q1"
"NYSE","JOE","FQ12013",26.773,1,2013,"2013Q1"
"NYSE","JOE","FQ22013",33.788,2,2013,"2013Q2"
"NYSE","JOE","FQ32013",36.827,3,2013,"2013Q3"
"NYSE","JOE","FQ42013",33.868,4,2013,"2013Q4"
"NYSE","JOE","FQ12014",594.086,1,2014,"2014Q1"
"NYSE","JOE","FQ22014",68.164,2,2014,"2014Q2"
"NYSE","JOE","FQ32014",23.947,3,2014,"2014Q3"
"NYSE","JOE","FQ42014",15.676,4,2014,"2014Q4"
"NYSE","JOE","FQ12015",17.091,1,2015,"2015Q1"
"NYSE","JOE","FQ22015",37.846,2,2015,"2015Q2"
"NYSE","JOE","FQ32015",27.83,3,2015,"2015Q3"
"NYSE","JOE","FQ42015",21.103,4,2015,"2015Q4"
"NYSE","JOE","FQ12016",20.254,1,2016,"2016Q1"
"NYSE","JOE","FQ22016",29.551,2,2016,"2016Q2"
"NYSE","JOE","FQ32016",27.192,3,2016,"2016Q3"
"NYSE","JOE","FQ42016",18.747,4,2016,"2016Q4"
"NYSE","JOE","FQ12017",13.197,1,2017,"2017Q1"
"NYSE","JONE","FQ12013",52.807,1,2013,"2013Q1"
"NYSE","JONE","FQ22013",61.118,2,2013,"2013Q2"
"NYSE","JONE","FQ32013",65.156,3,2013,"2013Q3"
"NYSE","JONE","FQ42013",66.117,4,2013,"2013Q4"
"NYSE","JONE","FQ12014",97.867,1,2014,"2014Q1"
"NYSE","JONE","FQ22014",105.796,2,2014,"2014Q2"
"NYSE","JONE","FQ32014",99.707,3,2014,"2014Q3"
"NYSE","JONE","FQ42014",58.575,4,2014,"2014Q4"
"NYSE","JONE","FQ12015",57.234,1,2015,"2015Q1"
"NYSE","JONE","FQ22015",53.222,2,2015,"2015Q2"
"NYSE","JONE","FQ32015",46.499,3,2015,"2015Q3"
"NYSE","JONE","FQ42015",29.07,4,2015,"2015Q4"
"NYSE","JONE","FQ12016",23.88,1,2016,"2016Q1"
"NYSE","JONE","FQ22016",28.398,2,2016,"2016Q2"
"NYSE","JONE","FQ32016",32.582,3,2016,"2016Q3"
"NYSE","JONE","FQ42016",32.949,4,2016,"2016Q4"
"NYSE","JONE","FQ12017",38.777,1,2017,"2017Q1"
"NasdaqGS","JOUT","FQ12013",87.274,1,2013,"2013Q1"
"NasdaqGS","JOUT","FQ22013",132.1,2,2013,"2013Q2"
"NasdaqGS","JOUT","FQ32013",129.772,3,2013,"2013Q3"
"NasdaqGS","JOUT","FQ42013",77.315,4,2013,"2013Q4"
"NasdaqGS","JOUT","FQ12014",79.1,1,2014,"2014Q1"
"NasdaqGS","JOUT","FQ22014",124.273,2,2014,"2014Q2"
"NasdaqGS","JOUT","FQ32014",137.133,3,2014,"2014Q3"
"NasdaqGS","JOUT","FQ42014",84.904,4,2014,"2014Q4"
"NasdaqGS","JOUT","FQ12015",70.822,1,2015,"2015Q1"
"NasdaqGS","JOUT","FQ22015",133.111,2,2015,"2015Q2"
"NasdaqGS","JOUT","FQ32015",140.883,3,2015,"2015Q3"
"NasdaqGS","JOUT","FQ42015",85.673,4,2015,"2015Q4"
"NasdaqGS","JOUT","FQ12016",85.298,1,2016,"2016Q1"
"NasdaqGS","JOUT","FQ22016",134.192,2,2016,"2016Q2"
"NasdaqGS","JOUT","FQ32016",139.3,3,2016,"2016Q3"
"NasdaqGS","JOUT","FQ42016",74.937,4,2016,"2016Q4"
"NasdaqGS","JOUT","FQ12017",93.729,1,2017,"2017Q1"
"NasdaqGS","JOUT","FQ22017",149.807,2,2017,"2017Q2"
"NYSE","JPM","FQ12013",14189,1,2013,"2013Q1"
"NYSE","JPM","FQ22013",14507,2,2013,"2013Q2"
"NYSE","JPM","FQ32013",12342,3,2013,"2013Q3"
"NYSE","JPM","FQ42013",12249,4,2013,"2013Q4"
"NYSE","JPM","FQ12014",12548,1,2014,"2014Q1"
"NYSE","JPM","FQ22014",13880,2,2014,"2014Q2"
"NYSE","JPM","FQ32014",13362,3,2014,"2014Q3"
"NYSE","JPM","FQ42014",11688,4,2014,"2014Q4"
"NYSE","JPM","FQ12015",13389,1,2015,"2015Q1"
"NYSE","JPM","FQ22015",13128,2,2015,"2015Q2"
"NYSE","JPM","FQ32015",11856,3,2015,"2015Q3"
"NYSE","JPM","FQ42015",11146,4,2015,"2015Q4"
"NYSE","JPM","FQ12016",11859,1,2016,"2016Q1"
"NYSE","JPM","FQ22016",13033,2,2016,"2016Q2"
"NYSE","JPM","FQ32016",13070,3,2016,"2016Q3"
"NYSE","JPM","FQ42016",11623,4,2016,"2016Q4"
"NYSE","JPM","FQ12017",12611,1,2017,"2017Q1"
"NYSE","JPM","FQ22017",13262,2,2017,"2017Q2"
"NasdaqGS","JRVR","FQ12013",94.1935,1,2013,"2013Q1"
"NasdaqGS","JRVR","FQ22013",94.1935,2,2013,"2013Q2"
"NasdaqGS","JRVR","FQ32013",92.823,3,2013,"2013Q3"
"NasdaqGS","JRVR","FQ42013",92.467,4,2013,"2013Q4"
"NasdaqGS","JRVR","FQ12014",101.532,1,2014,"2014Q1"
"NasdaqGS","JRVR","FQ22014",107.696,2,2014,"2014Q2"
"NasdaqGS","JRVR","FQ32014",110.036,3,2014,"2014Q3"
"NasdaqGS","JRVR","FQ42014",119.985,4,2014,"2014Q4"
"NasdaqGS","JRVR","FQ12015",128.991,1,2015,"2015Q1"
